证券代码,证券名称,交易时间,开盘价,最高价,最低价,收盘价,涨跌,涨跌幅%,high-low
IXIC,纳斯达克,2000/1/3,4186.19,4192.19,3989.71,4131.15,61.8398,1.5197,0.049504724
IXIC,纳斯达克,2000/1/4,4020,4073.25,3898.23,3901.69,-229.46,-5.5544,0.043918603
IXIC,纳斯达克,2000/1/5,3854.35,3924.21,3734.87,3877.54,-24.1499,-0.619,0.049452045
IXIC,纳斯达克,2000/1/6,3834.44,3868.76,3715.62,3727.13,-150.4102,-3.879,0.040388487
IXIC,纳斯达克,2000/1/7,3711.09,3882.67,3711.09,3882.62,155.4902,4.1718,0.045197427
IXIC,纳斯达克,2000/1/10,4002.23,4072.36,3958.83,4049.67,167.0498,4.3025,0.028274157
IXIC,纳斯达克,2000/1/11,4031.38,4066.66,3904.82,3921.19,-128.48,-3.1726,0.040610336
IXIC,纳斯达克,2000/1/12,3950.95,3950.98,3834.53,3850.02,-71.1699,-1.815,0.029916778
IXIC,纳斯达克,2000/1/13,3915.14,3957.47,3858.22,3957.21,107.1899,2.7841,0.025398995
IXIC,纳斯达克,2000/1/14,4045.72,4091.95,4045.72,4064.27,107.0601,2.7054,0.011362097
IXIC,纳斯达克,2000/1/18,4059.65,4148,4053.21,4130.81,66.54,1.6372,0.023117131
IXIC,纳斯达克,2000/1/19,4116.27,4164.65,4084.73,4151.29,20.48,0.4958,0.019376608
IXIC,纳斯达克,2000/1/20,4205.06,4227.35,4143.61,4189.51,38.2197,0.9207,0.020007931
IXIC,纳斯达克,2000/1/21,4236.65,4238,4168.3,4235.4,45.8901,1.0954,0.016583181
IXIC,纳斯达克,2000/1/24,4290.38,4303.15,4095.31,4096.08,-139.3198,-3.2894,0.049504896
IXIC,纳斯达克,2000/1/25,4124.75,4167.63,4028.51,4167.41,71.3301,1.7414,0.033950948
IXIC,纳斯达克,2000/1/26,4174.72,4174.72,4069.91,4069.91,-97.5002,-2.3396,0.025426404
IXIC,纳斯达克,2000/1/27,4120.5,4140.09,3973.59,4039.56,-30.3499,-0.7457,0.041047559
IXIC,纳斯达克,2000/1/28,4010.14,4048.31,3856.23,3887.07,-152.49,-3.7749,0.048609488
IXIC,纳斯达克,2000/1/31,3873.84,3940.46,3748.03,3940.35,53.28,1.3707,0.050067099
IXIC,纳斯达克,2000/2/1,3961.07,4053.16,3911.84,4051.98,111.6299,2.833,0.035488972
IXIC,纳斯达克,2000/2/2,4059.03,4125.75,4051.44,4073.96,21.98,0.5425,0.018175448
IXIC,纳斯达克,2000/2/3,4134.65,4211.06,4085.53,4210.98,137.02,3.3633,0.030262935
IXIC,纳斯达克,2000/2/4,4242.15,4294.84,4229.2,4244.14,33.1602,0.7875,0.015401452
IXIC,纳斯达克,2000/2/7,4274.03,4321.96,4244.74,4321.77,77.6299,1.8291,0.018028434
IXIC,纳斯达克,2000/2/8,4370.01,4428.48,4370.01,4427.5,105.73,2.4465,0.013291113
IXIC,纳斯达克,2000/2/9,4460.18,4460.76,4362.74,4363.24,-64.2598,-1.4514,0.022218855
IXIC,纳斯达克,2000/2/10,4390.16,4485.67,4357.69,4485.63,122.3896,2.805,0.028945771
IXIC,纳斯达克,2000/2/11,4489.33,4489.79,4360.54,4395.45,-90.1797,-2.0104,0.029210027
IXIC,纳斯达克,2000/2/14,4434.38,4435.96,4355.54,4418.55,23.0996,0.5255,0.018295454
IXIC,纳斯达克,2000/2/15,4415.52,4440.62,4291.1,4420.77,2.2202,0.0502,0.034250896
IXIC,纳斯达克,2000/2/16,4427.19,4477.64,4413.66,4427.65,6.8799,0.1556,0.014391845
IXIC,纳斯达克,2000/2/17,4483.01,4553.14,4444.75,4548.92,121.27,2.7389,0.02409348
IXIC,纳斯达克,2000/2/18,4563.72,4564.45,4404.61,4411.74,-137.1797,-3.0157,0.035646305
IXIC,纳斯达克,2000/2/22,4432.83,4443.94,4291.01,4382.12,-29.6201,-0.6714,0.035019234
IXIC,纳斯达克,2000/2/23,4406.88,4567.97,4401.38,4550.33,168.21,3.8386,0.037150777
IXIC,纳斯达克,2000/2/24,4583.89,4620.03,4495.2,4617.65,67.3198,1.4794,0.027391038
IXIC,纳斯达克,2000/2/25,4618.83,4662.93,4576.19,4590.5,-27.1499,-0.588,0.018777232
IXIC,纳斯达克,2000/2/28,4575.07,4626.72,4466.42,4577.85,-12.6499,-0.2756,0.035261001
IXIC,纳斯达克,2000/2/29,4646.64,4698.46,4637.17,4696.69,118.8398,2.596,0.013130529
IXIC,纳斯达克,2000/3/1,4732.82,4796.9,4732.82,4784.08,87.3901,1.8607,0.013448657
IXIC,纳斯达克,2000/3/2,4816.81,4829.01,4705.45,4754.51,-29.5703,-0.6181,0.025920066
IXIC,纳斯达克,2000/3/3,4846.01,4914.79,4813.82,4914.79,160.2803,3.3711,0.020758079
IXIC,纳斯达克,2000/3/6,4935.65,4980.15,4887.88,4904.85,-9.9399,-0.2022,0.018701339
IXIC,纳斯达克,2000/3/7,4991.97,5006.78,4829.88,4847.84,-57.0103,-1.1623,0.035971371
IXIC,纳斯达克,2000/3/8,4920.86,4923.14,4722.14,4897.26,49.4199,1.0194,0.041684452
IXIC,纳斯达克,2000/3/9,4913.08,5047.96,4857.57,5046.86,149.6001,3.0548,0.038445888
IXIC,纳斯达克,2000/3/10,5060.34,5132.52,5039.35,5048.62,1.7603,0.0349,0.018319661
IXIC,纳斯达克,2000/3/13,4879.03,5027.73,4839.26,4907.24,-141.3799,-2.8004,0.038206774
IXIC,纳斯达克,2000/3/14,4997.31,5013.49,4706.61,4706.63,-200.6104,-4.088,0.063164376
IXIC,纳斯达克,2000/3/15,4758.44,4758.44,4553.92,4582.62,-124.0098,-2.6348,0.043931483
IXIC,纳斯达克,2000/3/16,4658.44,4717.76,4455.1,4717.39,134.77,2.9409,0.057284603
IXIC,纳斯达克,2000/3/17,4702.03,4805.94,4702.03,4798.13,80.7398,1.7115,0.021858322
IXIC,纳斯达克,2000/3/20,4812.14,4822.7,4610,4610,-188.1299,-3.9209,0.04510608
IXIC,纳斯达克,2000/3/21,4589.52,4712.24,4467.53,4711.68,101.6802,2.2056,0.053327696
IXIC,纳斯达克,2000/3/22,4750.54,4900.42,4736.9,4864.75,153.0698,3.2487,0.033938002
IXIC,纳斯达克,2000/3/23,4874.17,4975.66,4865.1,4940.61,75.8599,1.5594,0.022470755
IXIC,纳斯达克,2000/3/24,4986.54,5078.86,4902.83,4963.03,22.4199,0.4538,0.035274238
IXIC,纳斯达克,2000/3/27,4994.42,5022.23,4946.61,4958.56,-4.4697,-0.0901,0.015171565
IXIC,纳斯达克,2000/3/28,4939.05,4952.93,4833.89,4833.89,-124.6699,-2.5142,0.024327794
IXIC,纳斯达克,2000/3/29,4860.02,4860.02,4641.01,4644.67,-189.2202,-3.9145,0.046110538
IXIC,纳斯达克,2000/3/30,4540.44,4683.88,4355.69,4457.89,-186.7798,-4.0214,0.07264379
IXIC,纳斯达克,2000/3/31,4550.21,4606.48,4381.38,4572.83,114.9399,2.5783,0.050100265
IXIC,纳斯达克,2000/4/3,4494.89,4572.84,4193.1,4223.68,-349.1499,-7.6353,0.086694139
IXIC,纳斯达克,2000/4/4,4283.45,4283.45,3649.11,4148.89,-74.79,-1.7707,0.160275457
IXIC,纳斯达克,2000/4/5,4025.9,4286.88,4009.09,4169.22,20.3301,0.49,0.066994913
IXIC,纳斯达克,2000/4/6,4266.8,4324.09,4196.51,4267.56,98.3398,2.3587,0.029948486
IXIC,纳斯达克,2000/4/7,4354.13,4446.45,4323.18,4446.45,178.8901,4.1919,0.028114782
IXIC,纳斯达克,2000/4/10,4475.2,4475.2,4188.17,4188.2,-258.25,-5.808,0.066287159
IXIC,纳斯达克,2000/4/11,4094.61,4182.96,4009.52,4055.9,-132.3003,-3.1589,0.042347596
IXIC,纳斯达克,2000/4/12,4050.32,4077.92,3769.17,3769.63,-286.27,-7.0581,0.078732236
IXIC,纳斯达克,2000/4/13,3839.56,3914.68,3676.67,3676.78,-92.8499,-2.4631,0.062726138
IXIC,纳斯达克,2000/4/14,3597.44,3615.64,3265.98,3321.29,-355.49,-9.6685,0.101709009
IXIC,纳斯达克,2000/4/17,3232.94,3539.77,3227.04,3539.16,217.8699,6.5598,0.092496445
IXIC,纳斯达克,2000/4/18,3596.15,3794.97,3563.83,3793.57,254.4102,7.1884,0.062840696
IXIC,纳斯达克,2000/4/19,3832.65,3851.56,3698.33,3706.41,-87.1602,-2.2976,0.040596895
IXIC,纳斯达克,2000/4/20,3735.08,3751.33,3599.68,3643.88,-62.53,-1.6871,0.041265491
IXIC,纳斯达克,2000/4/24,3466.69,3496.82,3345.25,3482.48,-161.3999,-4.4293,0.044312555
IXIC,纳斯达克,2000/4/25,3592.73,3711.57,3583.92,3711.23,228.75,6.5686,0.034997794
IXIC,纳斯达克,2000/4/26,3728.99,3777.08,3629.36,3630.09,-81.1399,-2.1863,0.0398949
IXIC,纳斯达克,2000/4/27,3519.13,3774.11,3513.76,3774.03,143.9399,3.9652,0.071477904
IXIC,纳斯达克,2000/4/28,3830.61,3873.85,3810.06,3860.66,86.6299,2.2954,0.016603908
IXIC,纳斯达克,2000/5/1,3930.18,3982.38,3899.71,3958.08,97.4202,2.5234,0.020977439
IXIC,纳斯达克,2000/5/2,3927.92,3948.63,3784.54,3785.45,-172.6301,-4.3615,0.042444336
IXIC,纳斯达克,2000/5/3,3755.3,3759.21,3592.79,3707.31,-78.1399,-2.0642,0.04527977
IXIC,纳斯达克,2000/5/4,3723.27,3762.47,3679.43,3720.24,12.9299,0.3488,0.022317808
IXIC,纳斯达克,2000/5/5,3694.28,3818.4,3694.28,3816.82,96.5801,2.5961,0.033045809
IXIC,纳斯达克,2000/5/8,3758.46,3765.22,3669.11,3669.38,-147.4402,-3.8629,0.025857167
IXIC,纳斯达克,2000/5/9,3704.85,3708.74,3540.82,3585.01,-84.3699,-2.2993,0.046333858
IXIC,纳斯达克,2000/5/10,3525.02,3531.48,3367.06,3384.73,-200.28,-5.5866,0.047677086
IXIC,纳斯达克,2000/5/11,3450.06,3502.53,3389.87,3499.58,114.8501,3.3932,0.032693992
IXIC,纳斯达克,2000/5/12,3546.24,3619.69,3523.2,3529.06,29.48,0.8424,0.027018719
IXIC,纳斯达克,2000/5/15,3533.21,3607.77,3445.13,3607.65,78.5898,2.2269,0.046128213
IXIC,纳斯达克,2000/5/16,3674.89,3729.12,3626.99,3717.57,109.9202,3.0469,0.027769178
IXIC,纳斯达克,2000/5/17,3649.54,3690.82,3616.27,3644.96,-72.6101,-1.9532,0.020405548
IXIC,纳斯达克,2000/5/18,3660.24,3663.84,3538.71,3538.71,-106.25,-2.915,0.034749524
IXIC,纳斯达克,2000/5/19,3480.63,3506.18,3381.73,3390.4,-148.3101,-4.1911,0.036139713
IXIC,纳斯达克,2000/5/22,3390.95,3390.95,3172.65,3364.21,-26.1899,-0.7725,0.066542917
IXIC,纳斯达克,2000/5/23,3346.66,3389.6,3163.97,3164.55,-199.6599,-5.9348,0.068884352
IXIC,纳斯达克,2000/5/24,3155.14,3276.19,3042.66,3270.61,106.0601,3.3515,0.073949029
IXIC,纳斯达克,2000/5/25,3308.51,3365.84,3194.59,3205.35,-65.26,-1.9953,0.052218806
IXIC,纳斯达克,2000/5/26,3215.28,3256.63,3150.78,3205.11,-0.24,-0.0075,0.033042877
IXIC,纳斯达克,2000/5/30,3286.54,3460.24,3286.54,3459.48,254.3699,7.9364,0.051502611
IXIC,纳斯达克,2000/5/31,3428.25,3501.51,3399.62,3400.91,-58.5701,-1.693,0.029530643
IXIC,纳斯达克,2000/6/1,3471.95,3583.27,3459.85,3582.5,181.5901,5.3395,0.035050556
IXIC,纳斯达克,2000/6/2,3728.95,3814.5,3728.95,3813.38,230.8799,6.4447,0.022682902
IXIC,纳斯达克,2000/6/5,3773.24,3875.66,3765.6,3821.76,8.3801,0.2198,0.02880876
IXIC,纳斯达克,2000/6/6,3825.98,3884.01,3749.18,3756.37,-65.3899,-1.711,0.035330976
IXIC,纳斯达克,2000/6/7,3766.55,3839.37,3725.87,3839.26,82.8899,2.2066,0.030007909
IXIC,纳斯达克,2000/6/8,3886.04,3890.02,3797.41,3825.56,-13.7,-0.3568,0.024095044
IXIC,纳斯达克,2000/6/9,3892.75,3893.67,3847.71,3874.84,49.28,1.2882,0.011873991
IXIC,纳斯达克,2000/6/12,3892.05,3892.05,3767.88,3767.91,-106.9302,-2.7596,0.032423502
IXIC,纳斯达克,2000/6/13,3743.91,3851.43,3695.35,3851.06,83.1502,2.2068,0.041369235
IXIC,纳斯达克,2000/6/14,3875.04,3883.34,3797,3797.41,-53.6502,-1.3931,0.022484327
IXIC,纳斯达克,2000/6/15,3802.19,3849.94,3763.74,3845.74,48.3301,1.2727,0.02264442
IXIC,纳斯达克,2000/6/16,3877.07,3883.15,3822.34,3860.56,14.8201,0.3854,0.015783879
IXIC,纳斯达克,2000/6/19,3818.65,3990.79,3818.65,3989.83,129.27,3.3485,0.044092249
IXIC,纳斯达克,2000/6/20,4003.09,4050.58,3982.23,4013.36,23.53,0.5898,0.017018117
IXIC,纳斯达克,2000/6/21,3965.37,4073.16,3961.3,4064.01,50.6499,1.262,0.027846857
IXIC,纳斯达克,2000/6/22,4073.73,4073.73,3936.84,3936.84,-127.1699,-3.1292,0.034180671
IXIC,纳斯达克,2000/6/23,3950.05,3957.68,3830.23,3845.34,-91.5,-2.3242,0.032733141
IXIC,纳斯达克,2000/6/26,3884.65,3935.12,3852.41,3912.12,66.78,1.7366,0.02124245
IXIC,纳斯达克,2000/6/27,3904.4,3945.75,3858.95,3858.96,-53.1602,-1.3589,0.022243925
IXIC,纳斯达克,2000/6/28,3877.77,3974.48,3872.17,3940.34,81.3801,2.1089,0.026078849
IXIC,纳斯达克,2000/6/29,3900.29,3929.1,3838.85,3877.23,-63.1101,-1.6016,0.023237549
IXIC,纳斯达克,2000/6/30,3889.51,3967.49,3889.33,3966.11,88.8801,2.2924,0.019896747
IXIC,纳斯达克,2000/7/3,3950.59,3995.85,3942.93,3991.93,25.8198,0.651,0.013332221
IXIC,纳斯达克,2000/7/5,3949.76,3950.19,3859.2,3863.1,-128.8298,-3.2273,0.023303771
IXIC,纳斯达克,2000/7/6,3872.91,3961.1,3820.34,3960.57,97.47,2.5231,0.036182341
IXIC,纳斯达克,2000/7/7,3978.38,4054.05,3960.81,4023.2,62.6299,1.5813,0.023267832
IXIC,纳斯达克,2000/7/10,3993.62,4028.54,3976.2,3980.29,-42.9099,-1.0666,0.013077438
IXIC,纳斯达克,2000/7/11,3970.42,4029.3,3936.75,3956.42,-23.8701,-0.5997,0.023237154
IXIC,纳斯达克,2000/7/12,4024.59,4103.65,4001.73,4099.59,143.1699,3.6187,0.025150054
IXIC,纳斯达克,2000/7/13,4128.81,4193.24,4111.16,4174.86,75.27,1.836,0.019768478
IXIC,纳斯达克,2000/7/14,4221.8,4252.22,4174.6,4246.18,71.3203,1.7083,0.018422654
IXIC,纳斯达克,2000/7/17,4243.55,4289.06,4215.86,4274.67,28.4898,0.671,0.017213991
IXIC,纳斯达克,2000/7/18,4233.49,4237.85,4161.89,4177.17,-97.5,-2.2809,0.018086767
IXIC,纳斯达克,2000/7/19,4154.37,4159.39,4047.43,4055.63,-121.54,-2.9096,0.027286317
IXIC,纳斯达克,2000/7/20,4106.63,4184.56,4106.63,4184.56,128.9302,3.179,0.01879882
IXIC,纳斯达克,2000/7/21,4154,4163.34,4093.76,4094.45,-90.1101,-2.1534,0.016853774
IXIC,纳斯达克,2000/7/24,4109.65,4125.8,3976.51,3981.57,-112.8799,-2.7569,0.03685539
IXIC,纳斯达克,2000/7/25,4015.41,4034.8,3955.36,4029.57,48,1.2056,0.019885113
IXIC,纳斯达克,2000/7/26,3998.03,4002.7,3906.55,3987.72,-41.8501,-1.0386,0.024314502
IXIC,纳斯达克,2000/7/27,3938.14,3954.96,3841.62,3842.23,-145.49,-3.6485,0.029076335
IXIC,纳斯达克,2000/7/28,3855.1,3867.8,3642.28,3663,-179.23,-4.6647,0.060076011
IXIC,纳斯达克,2000/7/31,3692.43,3767.89,3615.79,3766.99,103.99,2.8389,0.041204797
IXIC,纳斯达克,2000/8/1,3760.95,3766.92,3682.45,3685.52,-81.47,-2.1627,0.0226794
IXIC,纳斯达克,2000/8/2,3684.12,3753.95,3651.81,3658.46,-27.0601,-0.7342,0.027585684
IXIC,纳斯达克,2000/8/3,3554.68,3761.07,3521.14,3759.88,101.4199,2.7722,0.065918691
IXIC,纳斯达克,2000/8/4,3812.31,3846.98,3751.22,3787.36,27.4802,0.7309,0.025207304
IXIC,纳斯达克,2000/8/7,3819.38,3870.26,3795.61,3862.99,75.6299,1.9969,0.019476553
IXIC,纳斯达克,2000/8/8,3850.87,3893.05,3839.58,3848.55,-14.4399,-0.3738,0.013829926
IXIC,纳斯达克,2000/8/9,3915.26,3936.46,3849.77,3853.5,4.95,0.1286,0.022268436
IXIC,纳斯达克,2000/8/10,3843.58,3847.29,3759.99,3759.99,-93.51,-2.4266,0.022952707
IXIC,纳斯达克,2000/8/11,3741.62,3789.98,3686.86,3789.47,29.48,0.784,0.027585595
IXIC,纳斯达克,2000/8/14,3804.69,3850.27,3767.37,3849.69,60.22,1.5891,0.02176613
IXIC,纳斯达克,2000/8/15,3846.83,3888.92,3831.96,3851.66,1.97,0.0512,0.014755062
IXIC,纳斯达克,2000/8/16,3878.58,3914.84,3844.17,3861.2,9.54,0.2477,0.018216745
IXIC,纳斯达克,2000/8/17,3858.88,3947.05,3857.75,3940.87,79.6702,2.0634,0.022884352
IXIC,纳斯达克,2000/8/18,3958.7,3980.26,3925.95,3930.34,-10.53,-0.2672,0.013738784
IXIC,纳斯达克,2000/8/21,3966.23,3985.62,3917.94,3953.15,22.8098,0.5804,0.017126878
IXIC,纳斯达克,2000/8/22,3970.16,4011.15,3957.85,3958.21,5.0601,0.128,0.013377035
IXIC,纳斯达克,2000/8/23,3935.51,4011.76,3902.11,4011.01,52.8001,1.3339,0.027712615
IXIC,纳斯达克,2000/8/24,4020.99,4055.44,4004.77,4053.28,42.27,1.0539,0.012573039
IXIC,纳斯达克,2000/8/25,4049.84,4083.12,4025.59,4042.68,-10.6001,-0.2615,0.014189918
IXIC,纳斯达克,2000/8/28,4049.18,4097.33,4048.01,4070.59,27.9102,0.6904,0.01211014
IXIC,纳斯达克,2000/8/29,4074.21,4093.88,4056.26,4082.17,11.5798,0.2845,0.009231809
IXIC,纳斯达克,2000/8/30,4076.5,4115.99,4065.82,4103.81,21.6401,0.5301,0.012263944
IXIC,纳斯达克,2000/8/31,4127.19,4208.73,4127.19,4206.35,102.54,2.4987,0.019564151
IXIC,纳斯达克,2000/9/1,4252.15,4259.87,4192.89,4234.33,27.98,0.6652,0.01584841
IXIC,纳斯达克,2000/9/5,4205.94,4206.51,4143.18,4143.18,-91.1499,-2.1526,0.015169716
IXIC,纳斯达克,2000/9/6,4136.84,4136.84,4013.34,4013.34,-129.8401,-3.1338,0.030308399
IXIC,纳斯达克,2000/9/7,4047.02,4105.54,4035.12,4098.35,85.01,2.1182,0.01730124
IXIC,纳斯达克,2000/9/8,4081.96,4081.96,3977.47,3978.41,-119.9402,-2.9265,0.025931326
IXIC,纳斯达克,2000/9/11,3961.16,4008.46,3880.69,3896.35,-82.0598,-2.0626,0.032394155
IXIC,纳斯达克,2000/9/12,3925.42,3958.36,3834.34,3849.51,-46.8401,-1.2022,0.031832477
IXIC,纳斯达克,2000/9/13,3794.92,3895.81,3794.29,3893.89,44.3799,1.1529,0.026404312
IXIC,纳斯达克,2000/9/14,3963.1,3984.33,3897.18,3913.86,19.9702,0.5129,0.022115953
IXIC,纳斯达克,2000/9/15,3905.09,3905.09,3806.88,3835.23,-78.6301,-2.009,0.025470874
IXIC,纳斯达克,2000/9/18,3838.63,3862.32,3702.54,3726.52,-108.71,-2.8345,0.042248969
IXIC,纳斯达克,2000/9/19,3766.04,3865.85,3740.65,3865.64,139.1199,3.7332,0.032922187
IXIC,纳斯达克,2000/9/20,3863.08,3913.87,3795.08,3897.44,31.8001,0.8226,0.030821163
IXIC,纳斯达克,2000/9/21,3864.6,3892.4,3813.12,3828.87,-68.5698,-1.7594,0.020578182
IXIC,纳斯达克,2000/9/22,3616.16,3803.76,3614.66,3803.76,-25.1101,-0.6558,0.050992253
IXIC,纳斯达克,2000/9/25,3852.53,3868.11,3737.5,3741.22,-62.54,-1.6442,0.034349077
IXIC,纳斯达克,2000/9/26,3762.65,3795.79,3677.73,3689.1,-52.1199,-1.3931,0.031596844
IXIC,纳斯达克,2000/9/27,3740.62,3750.61,3622.66,3656.3,-32.8001,-0.8891,0.034709931
IXIC,纳斯达克,2000/9/28,3638.94,3778.38,3626.55,3778.32,122.02,3.3373,0.041013563
IXIC,纳斯达克,2000/9/29,3749.27,3751.33,3670.31,3672.82,-105.5,-2.7922,0.021834317
IXIC,纳斯达克,2000/10/2,3714.48,3714.48,3559.84,3568.9,-103.9202,-2.8294,0.042523095
IXIC,纳斯达克,2000/10/3,3624.93,3639.29,3454.65,3455.83,-113.0698,-3.1682,0.052067458
IXIC,纳斯达克,2000/10/4,3440.6,3532.43,3382.53,3523.1,67.27,1.9466,0.043362069
IXIC,纳斯达克,2000/10/5,3499.96,3549.01,3459.58,3472.1,-51,-1.4476,0.025521497
IXIC,纳斯达克,2000/10/6,3477.7,3505.81,3314.91,3361.01,-111.0901,-3.1995,0.055991118
IXIC,纳斯达克,2000/10/9,3352.15,3376.92,3233.19,3355.56,-5.45,-0.1622,0.043494785
IXIC,纳斯达克,2000/10/10,3326.89,3383.4,3229.01,3240.54,-115.02,-3.4277,0.046705532
IXIC,纳斯达克,2000/10/11,3152.33,3258.24,3103.53,3168.49,-72.0501,-2.2234,0.048646999
IXIC,纳斯达克,2000/10/12,3241.26,3249.11,3071.25,3074.68,-93.8101,-2.9607,0.056296468
IXIC,纳斯达克,2000/10/13,3054.55,3316.97,3054.55,3316.77,242.0901,7.8737,0.082419433
IXIC,纳斯达克,2000/10/16,3315.48,3339.85,3262.37,3290.28,-26.49,-0.7987,0.023471971
IXIC,纳斯达克,2000/10/17,3335.4,3348.61,3173.68,3213.96,-76.3201,-2.3196,0.053653536
IXIC,纳斯达克,2000/10/18,3106.95,3257.81,3026.11,3171.56,-42.3999,-1.3192,0.073777224
IXIC,纳斯达克,2000/10/19,3330.25,3423.45,3314.89,3418.6,247.04,7.7892,0.032224374
IXIC,纳斯达克,2000/10/20,3402.96,3535.11,3401.88,3483.14,64.5398,1.8879,0.038416196
IXIC,纳斯达克,2000/10/23,3483.38,3523.69,3432.44,3468.69,-14.45,-0.4149,0.026237357
IXIC,纳斯达克,2000/10/24,3495.45,3526.71,3401.05,3419.79,-48.8999,-1.4098,0.036281218
IXIC,纳斯达克,2000/10/25,3347.24,3376.33,3210.74,3229.57,-190.22,-5.5623,0.050287881
IXIC,纳斯达克,2000/10/26,3245.4,3286.29,3081.36,3272.18,42.6099,1.3194,0.064388211
IXIC,纳斯达克,2000/10/27,3320.69,3362.26,3231.63,3278.36,6.1802,0.1889,0.039626713
IXIC,纳斯达克,2000/10/30,3243.88,3279.72,3149.24,3191.4,-86.9602,-2.6526,0.040596899
IXIC,纳斯达克,2000/10/31,3223.44,3379.08,3223.44,3369.63,178.23,5.5847,0.047154371
IXIC,纳斯达克,2000/11/1,3316.51,3396.72,3289.46,3333.39,-36.24,-1.0755,0.032086843
IXIC,纳斯达克,2000/11/2,3387.28,3433.16,3370.02,3429.02,95.6301,2.8689,0.018562441
IXIC,纳斯达克,2000/11/3,3447.32,3468.59,3401.77,3451.58,22.5601,0.6579,0.019452287
IXIC,纳斯达克,2000/11/6,3469.35,3480.01,3412.98,3416.21,-35.3701,-1.0248,0.019449357
IXIC,纳斯达克,2000/11/7,3399.28,3435.13,3360.26,3415.79,-0.4199,-0.0123,0.022036419
IXIC,纳斯达克,2000/11/8,3426.29,3429.12,3231.28,3231.7,-184.0901,-5.3894,0.059425325
IXIC,纳斯达克,2000/11/9,3174.9,3230,3087.06,3200.35,-31.3499,-0.9701,0.045262956
IXIC,纳斯达克,2000/11/10,3122.11,3141.35,3028.92,3028.99,-171.3601,-5.3544,0.036446523
IXIC,纳斯达克,2000/11/13,2956.09,3063.31,2859.39,2966.72,-62.27,-2.0558,0.068887715
IXIC,纳斯达克,2000/11/14,3069.81,3145.3,3059.88,3138.27,171.55,5.7825,0.027533576
IXIC,纳斯达克,2000/11/15,3137.61,3208.95,3104.57,3165.49,27.22,0.8674,0.033068561
IXIC,纳斯达克,2000/11/16,3121.8,3175.63,3031.76,3031.88,-133.6101,-4.2208,0.046362729
IXIC,纳斯达克,2000/11/17,3044.45,3090.97,2967.17,3027.19,-4.6899,-0.1547,0.040876321
IXIC,纳斯达克,2000/11/20,2943.11,2949.5,2860.49,2875.64,-151.55,-5.0063,0.030642726
IXIC,纳斯达克,2000/11/21,2892.03,2921.8,2845.17,2871.45,-4.1899,-0.1457,0.026577045
IXIC,纳斯达克,2000/11/22,2828.14,2872.64,2754.14,2755.34,-116.1099,-4.0436,0.042126233
IXIC,纳斯达克,2000/11/24,2823.48,2904.46,2820.91,2904.38,149.0398,5.4091,0.029187959
IXIC,纳斯达克,2000/11/27,2979.93,2998.75,2874.71,2880.49,-23.8899,-0.8225,0.042243736
IXIC,纳斯达克,2000/11/28,2873.73,2891.4,2734.46,2734.98,-145.51,-5.0516,0.055806838
IXIC,纳斯达克,2000/11/29,2748.18,2770.18,2642.89,2706.93,-28.0501,-1.0256,0.047039285
IXIC,纳斯达克,2000/11/30,2599.04,2641.75,2523.04,2597.93,-109,-4.0267,0.045977053
IXIC,纳斯达克,2000/12/1,2644.09,2749.06,2604.27,2645.29,47.3601,1.823,0.054106629
IXIC,纳斯达克,2000/12/4,2662.56,2671.18,2567.18,2615.75,-29.54,-1.1167,0.039712302
IXIC,纳斯达克,2000/12/5,2702.72,2889.8,2694.41,2889.8,274.05,10.4769,0.070008039
IXIC,纳斯达克,2000/12/6,2878.87,2916.2,2781.24,2796.5,-93.3001,-3.2286,0.047384527
IXIC,纳斯达克,2000/12/7,2748.29,2794.53,2707.96,2752.66,-43.8401,-1.5677,0.031468351
IXIC,纳斯达克,2000/12/8,2857.93,2929.95,2844.93,2917.43,164.77,5.9858,0.029446895
IXIC,纳斯达克,2000/12/11,2936.6,3028.75,2901.48,3015.1,97.6702,3.3478,0.042929042
IXIC,纳斯达克,2000/12/12,2994.06,3002.53,2930.99,2931.77,-83.3301,-2.7638,0.024115017
IXIC,纳斯达克,2000/12/13,2996.57,3001.72,2814.13,2822.77,-109,-3.7179,0.064532303
IXIC,纳斯达克,2000/12/14,2820.48,2847.37,2727.26,2728.51,-94.26,-3.3393,0.043098319
IXIC,纳斯达克,2000/12/15,2688.66,2697.93,2596.03,2653.27,-75.24,-2.7575,0.038501457
IXIC,纳斯达克,2000/12/18,2698.72,2726.2,2597.47,2624.52,-28.75,-1.0836,0.048370804
IXIC,纳斯达克,2000/12/19,2617.06,2696.61,2509.76,2511.71,-112.8101,-4.2983,0.071808298
IXIC,纳斯达克,2000/12/20,2410.96,2432.83,2312.51,2332.78,-178.9299,-7.1238,0.050721674
IXIC,纳斯达克,2000/12/21,2310.21,2423.71,2288.16,2340.12,7.3401,0.3146,0.057551423
IXIC,纳斯达克,2000/12/22,2397.67,2517.93,2397.67,2517.02,176.8999,7.5594,0.048939703
IXIC,纳斯达克,2000/12/26,2518.29,2548.75,2436.19,2493.52,-23.5,-0.9336,0.045167699
IXIC,纳斯达克,2000/12/27,2471.33,2539.52,2450.22,2539.35,45.8301,1.838,0.03579727
IXIC,纳斯达克,2000/12/28,2517.9,2571.52,2514.56,2557.76,18.4099,0.725,0.022399326
